categoria	referencia_interna	nombre 	precio	url_produicto	url_imagen	descripción	gastos de envío	disponibilidad	marca	ean	garantía	precio_tachado	referencia_modelo	divisa	referencia_fabricante
Regalos, flores, gastronomía	ra-jbrorotl	Jabon Sho Yu Rojo Tl	 2,98   	https://www.regalonatural.com/30-jabon-sho-yu-rojo-tl.html	https://www.regalonatural.com/img/p/1/2/0/120-large_default.jpg	Jabón con forma de flor Sho Yu roja	6	en stock	RegaloNatural	0	n/a	0	ra-jbrorotl	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbpiblve	Jabon Piñón Blanco-Verde	 2,98   	https://www.regalonatural.com/33-jabon-pinon-blanco-verde.html	https://www.regalonatural.com/img/p/4/1/3/413-large_default.jpg	Precioso jabón con forma de piñón de color blanco y verde	6	en stock	RegaloNatural	0	n/a	0	ra-jbpiblve	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecoenaazbl	Vela Coramar Azul-Blanco	 2,98   	https://www.regalonatural.com/39-vela-coramar-azul-blanco.html	https://www.regalonatural.com/img/p/4/2/6/426-large_default.jpg	Fantastica vela de manos sobre corazon color azul y blanco	6	en stock	RegaloNatural	0	n/a	0	ra-vecoenaazbl	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecoenarobl	Vela Coramar Rojo-Blanco	 2,98   	https://www.regalonatural.com/40-vela-coramar-rojo-blanco.html	https://www.regalonatural.com/img/p/1/7/3/173-large_default.jpg	Dirás tanto con esta vela de corazón…	6	en stock	RegaloNatural	0	n/a	0	ra-vecoenarobl	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecanano	Vela Cala Naranja	 2,98   	https://www.regalonatural.com/41-vela-cala-naranja.html	https://www.regalonatural.com/img/p/1/7/5/175-large_default.jpg	Vela con forma de cala color naranja que será un precioso detalle	6	en stock	RegaloNatural	0	n/a	0	ra-vecanano	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecaazno	Vela Cala Azul	 2,98   	https://www.regalonatural.com/42-vela-cala-azul.html	https://www.regalonatural.com/img/p/1/7/7/177-large_default.jpg	Vela con forma de cala color azul que será un precioso detalle	6	en stock	RegaloNatural	0	n/a	0	ra-vecaazno	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecablno	Vela Cala Blanca	 2,98   	https://www.regalonatural.com/43-vela-cala-blanca.html	https://www.regalonatural.com/img/p/4/3/1/431-large_default.jpg	Preciosa vela de tipo cala en color blanco. Sorprende en las bodas	6	en stock	RegaloNatural	0	n/a	0	ra-vecablno	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecoro01	Vela Corazon Rojo	 2,98   	https://www.regalonatural.com/44-vela-corazon-rojo.html	https://www.regalonatural.com/img/p/3/9/2/392-large_default.jpg	Preciosa vela corazon rojo	6	en stock	RegaloNatural	0	n/a	0	ra-vecoro01	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbperorotl	Jabón Hortensias Rojas	 2,98   	https://www.regalonatural.com/45-jabon-hortensia-roja.html	https://www.regalonatural.com/img/p/3/8/7/387-large_default.jpg	Precioso jabon para regalar con forma de hortensia roja. Perfecto regalo natural	6	en stock	RegaloNatural	0	n/a	0	ra-jbperorotl	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbshmono	Jabón Sho Yu Morado	 2,98   	https://www.regalonatural.com/55-jabon-sho-yu-morado.html	https://www.regalonatural.com/img/p/4/0/9/409-large_default.jpg	precioso jabon con forma de flor sho yu morada	6	en stock	RegaloNatural	0	n/a	0	ra-jbshmono	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbshliblno	Jabón Sho Yu Lila-Blanco	 2,98   	https://www.regalonatural.com/56-jabon-sho-yu-lila-blanco.html	https://www.regalonatural.com/img/p/3/8/3/383-large_default.jpg	Jabón con forma de flor Sho Yu lila y blanca	6	en stock	RegaloNatural	0	n/a	0	ra-jbshliblno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbnelino	Jabón Nenúfar Lila	 2,98   	https://www.regalonatural.com/57-jabon-nenufar-lila.html	https://www.regalonatural.com/img/p/3/8/8/388-large_default.jpg	Precioso jabon para regalar con forma de nenufar lila. Hecho a mano. Natural.	6	en stock	RegaloNatural	0	n/a	0	ra-jbnelino	EUR	Ralucart
Regalos, flores, gastronomía	ra-veperoblno	Vela Pensamiento	 0,98   	https://www.regalonatural.com/58-vela-pensamiento.html	https://www.regalonatural.com/img/p/2/1/6/216-large_default.jpg	Ayy!!! Las velas pensamiento, tan pequeñas y tan bonitas. 	6	en stock	RegaloNatural	0	n/a	0	ra-veperoblno	EUR	Ralucart
Regalos, flores, gastronomía	reg-amvelo	Regalo Amvelo	 10,00   	https://www.regalonatural.com/59-regalo-amvelo.html	https://www.regalonatural.com/img/p/2/1/7/217-large_default.jpg	Bonito detalle para regalar, vela, jabón y ambientador rojos.	6	en stock	RegaloNatural	0	n/a	0	reg-amvelo	EUR	Ralucart
Regalos, flores, gastronomía	reg-veram	Regalo Veram	 10,00   	https://www.regalonatural.com/60-regalo-veram.html	https://www.regalonatural.com/img/p/2/1/8/218-large_default.jpg	Bonito detalle para regalar, vela, jabón y ambientador verdes.	6	en stock	RegaloNatural	0	n/a	0	reg-veram	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecoaz01	Jabón Corazón Caricias	 4,50   	https://www.regalonatural.com/61-jabon-corazon-caricias.html	https://www.regalonatural.com/img/p/4/2/3/423-large_default.jpg	Fantastico jabon con exfoliante, dejate acariciar por él	6	en stock	RegaloNatural	0	n/a	0	ra-vecoaz01	EUR	Ralucart
Regalos, flores, gastronomía	ra-veflbl01	Vela con Flores de Cera	 10,00   	https://www.regalonatural.com/62-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/2/1/221-large_default.jpg	Increible vela que incluye flores preciosas de cera	6	en stock	RegaloNatural	0	n/a	0	ra-veflbl01	EUR	Ralucart
Regalos, flores, gastronomía	reg-azures	Regalo Azures	 10,00   	https://www.regalonatural.com/64-regalo-veram.html	https://www.regalonatural.com/img/p/2/2/7/227-large_default.jpg	Excelentes combinaciones de vela, jabón y cerámica perfumada.	6	en stock	RegaloNatural	0	n/a	0	reg-azures	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbbe1a	Jabón Bebés Cesta Azul	 0,98   	https://www.regalonatural.com/65-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/4/3/4/434-large_default.jpg	Fantastico jabon de bebe en cesta. Color azul. Ideal para regalar en bautizos	6	en stock	RegaloNatural	0	n/a	0	ra-jbbe1a	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbbe1a	Jabón Bebés Cesta Rosa	 0,98   	https://www.regalonatural.com/66-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/3/2/232-large_default.jpg	Pequeño pero gran detalle para regalar en tus celebraciones de bautizos.	6	en stock	RegaloNatural	0	n/a	0	ra-jbbe1a	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbbe1am	Jabón Bebés Cesta Amarillo	 0,98   	https://www.regalonatural.com/67-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/3/6/236-large_default.jpg	Pequeño pero gran detalle para regalar en tus celebraciones de bautizos.	6	en stock	RegaloNatural	0	n/a	0	ra-jbbe1am	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecoro01	Vela Corazón Azul	 2,98   	https://www.regalonatural.com/68-vela-corazon-rojo.html	https://www.regalonatural.com/img/p/2/4/0/240-large_default.jpg	Bonita vela azul con forma de corazón.	6	en stock	RegaloNatural	0	n/a	0	ra-vecoro01	EUR	Ralucart
Regalos, flores, gastronomía	ra-veflsyro	Vela Sho Yu Roja	 2,98   	https://www.regalonatural.com/69-vela-corazon-rojo.html	https://www.regalonatural.com/img/p/2/4/4/244-large_default.jpg	Nuestra flor Sho Yu pero en vela. No te la pierdas	6	en stock	RegaloNatural	0	n/a	0	ra-veflsyro	EUR	Ralucart
Regalos, flores, gastronomía	ra-ve3bl01	Velas Triples con Flores de Cera	 15,00   	https://www.regalonatural.com/71-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/4/9/249-large_default.jpg	Espectacular vela. Las flores que integra son también completamente de cera. Las ramitas verdes enceradas.	6	en stock	RegaloNatural	0	n/a	0	ra-ve3bl01	EUR	Ralucart
Regalos, flores, gastronomía	Pack 25 Bebes Cesta Rosa	Pack 25 Jabones Bebé Cesta	 24,50   	https://www.regalonatural.com/72-pack-jabones-bebe-cesta.html	https://www.regalonatural.com/img/p/2/5/0/250-large_default.jpg	"No dejes pasar la oferta. Puedes elegir el color que más te guste.
Con el pack de 25 Jabones Bebé te regalamos unos jabones con nombre."	6	en stock	RegaloNatural	0	n/a	0	Pack 25 Bebes Cesta Rosa	EUR	Ralucart
Regalos, flores, gastronomía	ra-vegoro	Vela Gota Roja	 2,98   	https://www.regalonatural.com/73-vela-gota-roja.html	https://www.regalonatural.com/img/p/2/5/8/258-large_default.jpg	Bonita vela roja en forma de gota. Un clásico	6	en stock	RegaloNatural	0	n/a	0	ra-vegoro	EUR	Ralucart
Regalos, flores, gastronomía	jb-coblpa01	Jabón Conejo Blanco	 2,98   	https://www.regalonatural.com/74-jabon-conejo-blanco.html	https://www.regalonatural.com/img/p/2/6/0/260-large_default.jpg	Estupendo regalo no sólo en Pascua.	6	en stock	RegaloNatural	0	n/a	0	jb-coblpa01	EUR	Ralucart
Regalos, flores, gastronomía	reg-mihupas	(6x) Jabón Mini Huevos de Pascua	 1,20   	https://www.regalonatural.com/75-jabon-mini-huevos-de-pascua-6x.html	https://www.regalonatural.com/img/p/2/6/1/261-large_default.jpg	Conjunto de 6 bonitos jabones de mini huevos de Pascua	6	en stock	RegaloNatural	0	n/a	0	reg-mihupas	EUR	Ralucart
Regalos, flores, gastronomía	reg-pascua01	Regalo Jabón de Pascua	 7,00   	https://www.regalonatural.com/76-jabon-pascua.html	https://www.regalonatural.com/img/p/2/6/3/263-large_default.jpg	Precioso regalo de jabones de Pascua	6	en stock	RegaloNatural	0	n/a	0	reg-pascua01	EUR	Ralucart
Regalos, flores, gastronomía	ra-vefopebl	Vela Personalizada	 7,00   	https://www.regalonatural.com/77-vela-personalizadas.html	https://www.regalonatural.com/img/p/2/6/5/265-large_default.jpg	Velas personalizada con la foto que tu elijas	6	en stock	RegaloNatural	0	n/a	0	ra-vefopebl	EUR	Ralucart
Regalos, flores, gastronomía	ra-vegobl	Vela Gota Blanca	 2,98   	https://www.regalonatural.com/78-vela-gota-blanca.html	https://www.regalonatural.com/img/p/2/7/0/270-large_default.jpg	Vela blanca con forma de gota	6	en stock	RegaloNatural	0	n/a	0	ra-vegobl	EUR	Ralucart
Regalos, flores, gastronomía	ra-vesesemo	Velas con Flores de Cera - Sesemo	 8,90   	https://www.regalonatural.com/79-vela-con-flores-de-cera.html	https://www.regalonatural.com/img/p/2/7/5/275-large_default.jpg	Preciosa vela Sesemo. Las flores que lleva también son de cera.	6	en stock	RegaloNatural	0	n/a	0	ra-vesesemo	EUR	Ralucart
Regalos, flores, gastronomía	ra-veesdima	Vela Personalizada Dima	 8,90   	https://www.regalonatural.com/80-vela-dima.html	https://www.regalonatural.com/img/p/2/8/0/280-large_default.jpg	Preciosa vela con flores rojas y rosas	6	en stock	RegaloNatural	0	n/a	0	ra-veesdima	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecarsno	Vela Cala Rosa	 2,98   	https://www.regalonatural.com/81-vela-cala-rosa.html	https://www.regalonatural.com/img/p/2/8/5/285-large_default.jpg	Preciosa vela rosa con formas de flores cala	6	en stock	RegaloNatural	0	n/a	0	ra-vecarsno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbbe2rs	Jabón Bebé Arropado Rosa	 2,98   	https://www.regalonatural.com/82-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/2/8/9/289-large_default.jpg	Llévatelo pero, cuidado no le despiertes. Ideal como detalle en bautizos.	6	en stock	RegaloNatural	0	n/a	0	ra-jbbe2rs	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbzaveno	Jabón Zapatillas Verde	 4,98   	https://www.regalonatural.com/83-Jabon-Zapatillas-Verde.html	https://www.regalonatural.com/img/p/2/9/4/294-large_default.jpg	Estupendo regalo, sobre todo para tener un gran detalle en bautizos. Preciosas zapatillas de jabón verdes.	6	en stock	RegaloNatural	0	n/a	0	ra-jbzaveno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbzarsno	Jabón Zapatillas Rosa	 4,98   	https://www.regalonatural.com/84-jabon-zapatillas-rosa.html	https://www.regalonatural.com/img/p/3/0/2/302-large_default.jpg	Estupendo regalo, sobre todo para tener un gran detalle en bautizos. Preciosas zapatillas de jabón rosas.	6	en stock	RegaloNatural	0	n/a	0	ra-jbzarsno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbzarsno	Jabón Zapatillas Azul	 4,98   	https://www.regalonatural.com/85-jabon-zapatillas-azul.html	https://www.regalonatural.com/img/p/3/1/0/310-large_default.jpg	Estupendo regalo, sobre todo para tener un gran detalle en bautizos. Preciosas zapatillas de jabón azules.	6	en stock	RegaloNatural	0	n/a	0	ra-jbzarsno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jabedublrs	Jabón Bebé Durmiendo Blanco	 1,50   	https://www.regalonatural.com/86-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/3/1/6/316-large_default.jpg	Precioso jabon de bebe durmiendo. Color blanco.	6	en stock	RegaloNatural	0	n/a	0	ra-jabedublrs	EUR	Ralucart
Regalos, flores, gastronomía	ra-jacarona	Jabón Carrito Rosa	 1,99   	https://www.regalonatural.com/87-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/3/2/2/322-large_default.jpg	Jabón con forma de carrito rosa. Ideal para regalos de bautizos.	6	en stock	RegaloNatural	0	n/a	0	ra-jacarona	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbcoflrono	Jabón Corazón Mulflor	 2,50   	https://www.regalonatural.com/88-jabon-corazon-mulflor.html	https://www.regalonatural.com/img/p/3/2/6/326-large_default.jpg	Precioso y original jabón con forma de corazón y múltiples flores	6	en stock	RegaloNatural	0	n/a	0	ra-jbcoflrono	EUR	Ralucart
Regalos, flores, gastronomía	ra-jabedursno	Jabón Bebé Durmiendo Rosa	 1,50   	https://www.regalonatural.com/89-jabon-bebes-cesta-azul.html	https://www.regalonatural.com/img/p/3/3/1/331-large_default.jpg	Jabón con forma de bebé durmiendo, color rosa. Ideal para regalos de bautizos.	6	en stock	RegaloNatural	0	n/a	0	ra-jabedursno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbconi0az	Jabón Comunión Niño G.	 2,50   	https://www.regalonatural.com/91-jabon-comunion-nino-g.html	https://www.regalonatural.com/img/p/3/3/6/336-large_default.jpg	Increible jabon para regalar en comuniones. Forma de niño tomando la comunion	6	en stock	RegaloNatural	0	n/a	0	ra-jbconi0az	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbconi2az	Jabón Comunión Niño P.	 1,00   	https://www.regalonatural.com/92-jabon-comunion-nino-g.html	https://www.regalonatural.com/img/p/3/4/2/342-large_default.jpg	Pequeño jabón de comunión de niño.	6	en stock	RegaloNatural	0	n/a	0	ra-jbconi2az	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbconi3rs	Jabón Comunión Niña	 2,00   	https://www.regalonatural.com/93-jabon-comunion-nino-g.html	https://www.regalonatural.com/img/p/3/4/6/346-large_default.jpg	Pequeño jabón de comunión de niña. Especial para un detalle de comunión.	6	en stock	RegaloNatural	0	n/a	0	ra-jbconi3rs	EUR	Ralucart
Regalos, flores, gastronomía	ra-vemaamno	Vela Narama	 9,95   	https://www.regalonatural.com/94-vela-narama.html	https://www.regalonatural.com/img/p/3/5/2/352-large_default.jpg	Velas personalizada Narama con flores de cera.	6	en stock	RegaloNatural	0	n/a	0	ra-vemaamno	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbtachnaco	Jabon Tarta Choco b/n	 3,50   	https://www.regalonatural.com/95-jabon-tarta-choco-bn.html	https://www.regalonatural.com/img/p/3/6/0/360-large_default.jpg	Nuestra espectacular tarta de chocolate blanco y nego pero..en jabón!!!	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachnaco	EUR	Ralucart
Regalos, flores, gastronomía	ra-vetomano	Vela Primot	 8,90   	https://www.regalonatural.com/96-vela-cuadrada-primot.html	https://www.regalonatural.com/img/p/3/6/6/366-large_default.jpg	Bonita vela cuadrada con flores de cera	6	en stock	RegaloNatural	0	n/a	0	ra-vetomano	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbtachneme	Jabon Tarta Choco	 3,50   	https://www.regalonatural.com/97-jabon-tarta-choco.html	https://www.regalonatural.com/img/p/3/6/9/369-large_default.jpg	Nuestra espectacular tarta de chocolate nego pero..en jabón!!!	6	en stock	RegaloNatural	0	n/a	0	ra-jbtachneme	EUR	Ralucart
Regalos, flores, gastronomía	ra-vegiflono	Vela Floraz	 10,50   	https://www.regalonatural.com/98-vela-floraz.html	https://www.regalonatural.com/img/p/3/7/3/373-large_default.jpg	Vela con flores giradas azules	6	en stock	RegaloNatural	0	n/a	0	ra-vegiflono	EUR	Ralucart
Regalos, flores, gastronomía	ra-vemeflro	Vela Roreta	 10,50   	https://www.regalonatural.com/99-vela-roreta.html	https://www.regalonatural.com/img/p/3/7/6/376-large_default.jpg	Vela con flores giradas rojas	6	en stock	RegaloNatural	0	n/a	0	ra-vemeflro	EUR	Ralucart
Regalos, flores, gastronomía	ra-vemeazbl	Vela Zulema	 10,50   	https://www.regalonatural.com/100-vela-zulema.html	https://www.regalonatural.com/img/p/3/8/5/385-large_default.jpg	Vela azul con flores blancas giradas	6	en stock	RegaloNatural	0	n/a	0	ra-vemeazbl	EUR	Ralucart
Regalos, flores, gastronomía	ra-veflover01	Vela Verderol	 6,98   	https://www.regalonatural.com/102-vela-verderol.html	https://www.regalonatural.com/img/p/4/3/6/436-large_default.jpg	Preciosa vela mediana con flores verdes	6	en stock	RegaloNatural	0	n/a	0	ra-veflover01	EUR	Ralucart
Regalos, flores, gastronomía	ra-vebona01	Vela Bola Naranja	 2,50   	https://www.regalonatural.com/104-vela-bola-naranja.html	https://www.regalonatural.com/img/p/4/3/9/439-large_default.jpg	Preciosa vela bola naranja con flores de cera	6	en stock	RegaloNatural	0	n/a	0	ra-vebona01	EUR	Ralucart
Regalos, flores, gastronomía	ra-veboam01	Vela Bola Amarilla	 2,50   	https://www.regalonatural.com/105-vela-bola-amarilla.html	https://www.regalonatural.com/img/p/4/4/5/445-large_default.jpg	Preciosa vela bola amarilla con flores de cera. Combínalo con la fragancia que más te guste	6	en stock	RegaloNatural	0	n/a	0	ra-veboam01	EUR	Ralucart
Regalos, flores, gastronomía	ra-veboblro01	Vela Bola Blanca-Roja	 2,50   	https://www.regalonatural.com/106-vela-bola-blanca-roja.html	https://www.regalonatural.com/img/p/4/5/1/451-large_default.jpg	Preciosa vela bola blanca con flores de cera rojas	6	en stock	RegaloNatural	0	n/a	0	ra-veboblro01	EUR	Ralucart
Regalos, flores, gastronomía	ra-vecamano	Vela Cala Cafe con Leche	 3,00   	https://www.regalonatural.com/107-vela-cala-cafe-con-leche.html	https://www.regalonatural.com/img/p/4/5/5/455-large_default.jpg	Preciosa vela con forma de cala y color cafe con leche	6	en stock	RegaloNatural	0	n/a	0	ra-vecamano	EUR	Ralucart
Regalos, flores, gastronomía	ra-faojca01	Fanal Ojiva Calabaza	 20,00   	https://www.regalonatural.com/108-fanal-ojiva-calabaza.html	https://www.regalonatural.com/img/p/4/5/6/456-large_default.jpg	Bonito fanal de ojiva color calabaza.  Obten una calida luz haciendo mas acogedoras tus estancias.	6	en stock	RegaloNatural	0	n/a	0	ra-faojca01	EUR	Ralucart
Regalos, flores, gastronomía	ra-facuca01	Fanal Cuadrado Calabaza	 20,00   	https://www.regalonatural.com/109-fanal-cuadrado-calabaza.html	https://www.regalonatural.com/img/p/4/6/6/466-large_default.jpg	Bonito fanal cuadrado color calabaza. Obten una calida luz haciendo más acogedoras tus estancias.	6	en stock	RegaloNatural	0	n/a	0	ra-facuca01	EUR	Ralucart
Regalos, flores, gastronomía	cjn-vegiflono01	Conj. Velas Floraz	 20,00   	https://www.regalonatural.com/110-conjunto-velas-floraz.html	https://www.regalonatural.com/img/p/4/9/1/491-large_default.jpg	Precioso conjunto de velas con distintos tamaños, adornadas con flores de cera azules	6	en stock	RegaloNatural	0	n/a	0	cjn-vegiflono01	EUR	Ralucart
Regalos, flores, gastronomía	ra-veflnabl02	Vela Bloran	 6,50   	https://www.regalonatural.com/111-vela-bloran.html	https://www.regalonatural.com/img/p/4/9/7/497-large_default.jpg	Preciosa vela mediana con flores naranjas	6	en stock	RegaloNatural	0	n/a	0	ra-veflnabl02	EUR	Ralucart
Regalos, flores, gastronomía	ra-veflnablmin02	Vela Bloran Mini	 2,00   	https://www.regalonatural.com/112-vela-bloran-mini.html	https://www.regalonatural.com/img/p/5/0/1/501-large_default.jpg	Preciosa vela pequeña con flores naranjas	6	en stock	RegaloNatural	0	n/a	0	ra-veflnablmin02	EUR	Ralucart
Regalos, flores, gastronomía	ra-veflcampanar	Jabon Flor Campa	 1,20   	https://www.regalonatural.com/113-jabon-flor-campa.html	https://www.regalonatural.com/img/p/5/0/2/502-large_default.jpg	Precioso y elegante jabon con forma de flor camapanilla	6	en stock	RegaloNatural	0	n/a	0	ra-veflcampanar	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbrorotl	Jabon Sho Yu Rosa-Blanco	 2,98   	https://www.regalonatural.com/114-jabon-sho-yu-rosa-blanco.html	https://www.regalonatural.com/img/p/5/2/4/524-large_default.jpg	Estupendo jabón con forma de flor Sho Yu rosa y blanco. Escoge la fragancia entre nuestras fragancias y acierta en tu regalo	6	en stock	RegaloNatural	0	n/a	0	ra-jbrorotl	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbtablmen	Jabon Tarta Blanca	 3,00   	https://www.regalonatural.com/115-jabon-tarta-blanca.html	https://www.regalonatural.com/img/p/5/2/7/527-large_default.jpg	Precioso jabón con forma de tarta blanca. Escoge tu fragancia favorita.	6	en stock	RegaloNatural	0	n/a	0	ra-jbtablmen	EUR	Ralucart
Regalos, flores, gastronomía	cjn-vejablo	Conj. Velas y Jabones Bloran	 14,68   	https://www.regalonatural.com/116-conjunto-bloran.html	https://www.regalonatural.com/img/p/5/3/4/534-large_default.jpg	Precioso conjunto de velas y jabones con distintas combinaciones	6	en stock	RegaloNatural	0	n/a	0	cjn-vejablo	EUR	Ralucart
Regalos, flores, gastronomía	cjn-vejbliria01	Conj. Velas y Jabones Liria	 17,00   	https://www.regalonatural.com/117-conjunto-liria.html	https://www.regalonatural.com/img/p/5/5/8/558-large_default.jpg	Precioso conjunto de velas y jabones. Las velas están adornadas con flores de cera lilas. Elige tu fragancia.	6	en stock	RegaloNatural	0	n/a	0	cjn-vejbliria01	EUR	Ralucart
Regalos, flores, gastronomía	ra-veperroj-rg24	Vela Personalizada RG24	 9,90   	https://www.regalonatural.com/121-velas-personalizada-rg24.html	https://www.regalonatural.com/img/p/5/7/0/570-large_default.jpg	Preciosa vela con flores rojas personalizada con foto a escoger	6	en stock	RegaloNatural	0	n/a	0	ra-veperroj-rg24	EUR	Ralucart
Regalos, flores, gastronomía	ra-jbpeamno	Jabón Pensamiento Amarillo	 0,98   	https://www.regalonatural.com/124-jabon-pensamiento-amarillo.html	https://www.regalonatural.com/img/p/5/8/2/582-large_default.jpg	Bonito jabon con forma de flor pensamiento de color amarillo	6	en stock	RegaloNatural	0	n/a	0	ra-jbpeamno	EUR	Ralucart
